"pb on the graphs of the first page","https://replicability.graphics/index.html#project\r\nThe graph value for ""hard to reproduce using pseudo-code"" counts more papers than there are ""Total(only pseudo-code)"".\r\nOn the data page the graphs seem to be correct.","website-bug","Fixes #154","Fixes issue #154 \r\n\r\nThe error is caused by a change of logic in the json files: this script expects an empty field for `pseudocode score` when there is no pseudocode.\r\nSee warnings in error log: https://github.com/GraphicsReplicability/replicability.graphics/runs/898876115?check_suite_focus=true#step:3:761\r\n\r\nFix: Check only the pseudocode state when pseudocode is available.\r\n\r\n"
"python binding: S2Loop.IsNormalized() missing","Well as the title says... the function seems to be missing from the python binding.\r\n\r\nCheers,\r\nChris.","","Expose S2Loop.IsNormalized in SWIG","Fixes #117"
"Add iceoryx_dds tests to automated build","## Brief feature description\r\n\r\niceoryx_dds tests are currently not run in the automated build&test check.\r\nThey should be.","test","Iox #109 iox #129 iceoryx dds housekeeping changes","code contributed by @ithier "
"PluginButton action() API broken","# Describe the bug\r\nA clear and concise description of what the bug is.\r\n\r\nThe Button plugin API\'s ""action()"" is broken for Plugin buttons off all types except type ""actionButton"".\r\nhttps://github.com/polimediaupv/paella/blob/develop/doc/examples/button_plugin.md#execute-plugin-action\r\n\r\nThis change was made commit from Mar 16 2020:\r\nhttps://github.com/polimediaupv/paella/commit/85781427d#diff-931028092ea1c6e6f0670a97e9599bf0L636-L651\r\n\r\n# To Reproduce\r\nSteps to reproduce the behavior:\r\n1. Go to a custom plugin button that implements the action() API and is a PopUpButton and not an actionButton.\r\n2. Click on the button\r\n3. Notice that the showUI part executes but the action part was never called. The showUI cannot be substitute for click events because showUI might not be user initiated.\r\n\r\n# Workaround (if any)\r\nRevert to an older version of Paella player.\r\n\r\n# Environment Information\r\n - OS: MacOS\r\n - Browser Chrome, Safari, FF\r\n - Browser Version latest\r\n - Paella version 6.4.3\r\n\r\n# Additional context\r\nAdd any other context about the problem here.\r\n\r\nIf applicable, add screenshots to help explain your problem.\r\n\r\nThank you for contributing!\r\n","bug,new feature","Issue #570 PluginButton action API fix","<!--\r\nThanks for sending a pull request!\r\nPlease make sure you click the link above to view the contribution guidelines, then fill out the blanks below.\r\n-->\r\n\r\n## What kind of change does this PR introduce? (Bug fix, feature, docs update, ...)\r\nThis pull reverts a UPV change from March 12, 2020 that added an (unnecessary?) restriction to the PluginButton action() API.\r\n\r\n\r\n## What is the current behavior? (You can also link to an open issue here)\r\nPluginButtons have to be a specific type of button in order to implement the action() API starting in Paella 6.4.3\r\n\r\n## What does this implement/fix? Explain your changes.\r\nThis pull opens the action() API option to all PlugButton types, as it was previous to 6.4.3.\r\n\r\n## Does this [close any currently open issues](https://help.github.com/en/articles/closing-issues-using-keywords)?\r\nclose #570\r\n\r\n\r\n## Does this PR introduce a breaking change? What changes might users need to make in their application due to this PR?\r\nI am unable to infer the motivation for limiting PluginButton action() API in 6.4.3. There does not appear to be harm in allowing it as before.\r\n\r\nThe commit that this pull partially reverts: 8578142#L636-L651\r\n"
"Test agile project","","enhancement","feat: Test agile project",""
"Hide show truncated in search if not necessary","","","Fix #39",""
"Add support for ARMv8.5-A Memory Tagging Extension","With Apple introducing `-fsanitize=memtag` in Xcode-v12.0-Beta1, support for MTE should be added.\r\n\r\n- Newly introduced MTE instructions: https://en.wikichip.org/wiki/arm/mte\r\n- PoC for reference: https://github.com/Proteas/hello-mte","ARM,RAsm-Disassembler,test-required","Fix #17135 - Support Memory Tagging Extension instructions ##anal"," <!-- Filling this template is mandatory -->\r\n\r\n**Your checklist for this pull request**\r\n- [X] I\'ve read the [guidelines for contributing](https://github.com/radareorg/radare2/blob/master/DEVELOPERS.md) to this repository\r\n- [X] I made sure to follow the project\'s [coding style](https://github.com/radareorg/radare2/blob/master/DEVELOPERS.md#code-style)\r\n- [X] I\'ve added tests that prove my fix is effective or that my feature works (if possible)\r\n- [ ] I\'ve updated the documentation and the [radare2 book](https://github.com/radareorg/radare2book) with the relevant information (if needed)\r\n\r\n**Detailed description**\r\n\r\n<!-- Explain the **details** for making this change. Is a new feature implemented? What existing problem does the pull request solve? How does the pull request solve these issues? Please provide enough information so that others can review your pull request. -->\r\n\r\nSince Capstone support for ARMv8.5 is nothing we can rely on, I\'ve implemented a hacky bypass to Capstone for Memory Tagging Extension instructions in anal and asm, so radare2 suite could support these instructions. Basically I decode the opcodes in accordance with the encoding described in the [ARM Architecture Reference Manual](https://developer.arm.com/documentation/ddi0487/fb), chapter C4.\r\n\r\n**Test plan**\r\n\r\nUsed the following script to format disassembly test instructions and added to `test/db/asm/arm_64`\r\n\r\n```\r\nimport re\r\nfrom subprocess import check_output\r\n\r\ntest_instructions = [\r\n\t# addg, subg\r\n\t\'addg x0, sp, 0x80, 0x4\',\r\n\t\'subg x0, sp, 0x20, 0xf\',\r\n\t# irg, subp, gmi, subps\r\n\t\'irg sp, x0\',\r\n\t\'irg x13, x3, x7\',\r\n\t\'subp x13, x7, sp\',\r\n\t\'gmi x13, x3, x7\',\r\n\t\'subps x13, x3, x7\',\r\n\t\'cmpp sp, x13\',\r\n\t# stg, stzgm, ldg, stzg, st2g, stgm, stz2g, ldgm, stgp\r\n\t\'stg x13, [x3], 0x0\',\r\n\t\'stg x13, [x3, 0x10]\',\r\n\t\'stg x13, [x3, 0x10]!\',\r\n\t\'stzgm x12, [x0]\',\r\n\t\'ldg x13, [x3, 0x10]\',\t\r\n\t\'ldg x13, [x3, 0x0]\',\r\n\t\'stzg x13, [x3], 0x10\',\r\n\t\'stzg x13, [x3, 0x0]\',\r\n\t\'stzg x13, [x3, 0x0]!\',\r\n\t\'st2g sp, [sp], 0x20\',\r\n\t\'stgm x0, [x1]\',\r\n\t\'stz2g sp, [sp], 0x50\',\r\n\t\'ldgm x10, [x0]\',\r\n\t\'stgp x1, x3, [x3], 0x70\'\r\n\r\n]\r\n\r\nfor insn in test_instructions:\r\n\tres = check_output([\'llvm-mc\', \'-triple\', \'aarch64\', \'-show-encoding\', \'-mattr=+mte\'],\r\n\t        input=str.encode(insn)).decode(\'ascii\')\r\n\r\n\tencoded_insn = re.search(r\'encoding: \\[(.*)\\]\\n\', res, re.IGNORECASE).group(1)\r\n\tencoded_insn = encoded_insn.replace(\'0x\', \'\').replace(\',\', \'\')\r\n\tprint(\'d ""{}"" {}\'.format(insn, encoded_insn))\r\n```\r\n\r\n**Closing issues**\r\n\r\nCloses #17135\r\n"
"Typo in the description of setting editor.snippetFinalTabstopHighlightBoarder","\r\nIssue Type: <b>Bug</b>\r\n\r\n1. Open settings.json\r\n2. Start typing ""editor.snippetFinalTabstopHighlightBorder""\r\n3. Show suggestion and suggestion details (reads: ""Highlight border color of the final _stabstop_ of a snippet"")\r\n\r\nVS Code version: Code 1.47.2 (17299e413d5590b14ab0340ea477cdd86ff13daf, 2020-07-15T18:22:06.216Z)\r\nOS version: Windows_NT x64 10.0.19041","","Fixes #103129","Typo in the description of setting editor.snippetFinalTabstopHighlightBoarder\r\nstabstop -> tabstop\r\n\r\n<!-- Thank you for submitting a Pull Request. Please: \r\n* Read our Pull Request guidelines:\r\n  https://github.com/Microsoft/vscode/wiki/How-to-Contribute#pull-requests.\r\n* Associate an issue with the Pull Request.\r\n* Ensure that the code is up-to-date with the `master` branch.\r\n* Include a description of the proposed changes and how to test them. \r\n-->\r\n\r\nThis PR fixes #103129\r\n"
"Troubleshooting advices don\'t work with the image - rake admin:create","**Description**\r\n\r\nI can\'t follow the documentation advises from the meta.discourse.org / internet since the image is missing `launcher` . \r\n\r\n**Steps to reproduce the issue:**\r\n\r\nI\'ve setup a discourse app using the helm chart and discourse 2.5.0-debian-10-r0. \r\nThe installation failed and that is what made me raise this issue. \r\n\r\nThe index page displayed a registration form.\r\nWent to https://discourse.examplec.com/latest to try to login with admin. \r\n\r\nI see the message: \r\n\r\n> Congratulations, you installed Discourse! Unfortunately, no administrator emails were defined during setup, so finalizing the configuration may be difficult. \r\n\r\nI follow the link to  https://meta.discourse.org/t/create-admin-account-from-console/17274 . \r\n\r\n**Describe the results you received:**\r\n\r\nI kubectl exec into the discourse container but I can\'t find the `launcher` so I can fix my login / admin password .  \r\nI also tried to run `rake admin:create` and `bundle exec rake admin:create` without success.\r\n\r\nI\'m not a ruby user so I don\'t know what else I can do. \r\n\r\n**Describe the results you expected:**\r\n\r\nI would like to be able to run administrative commands and troubleshoot / fix my instance. \r\n\r\n**Additional information you deem important (e.g. issue happens only occasionally):**\r\n\r\n**Version**\r\n\r\n- Output of `docker version`:\r\n\r\nI\'m using k3s 1.18 with containerd: docker.io/bitnami/discourse:2.5.0-debian-10-r0\r\n\r\n**Additional environment details (AWS, VirtualBox, Docker for MAC, physical, etc.):**\r\n\r\n`````\r\nrake admin:create \r\nrake aborted!\r\nGem::LoadError: You have already activated rake 12.3.3, but your Gemfile requires rake 13.0.1. Prepending `bundle exec` to your command may solve this.\r\n/opt/bitnami/discourse/config/boot.rb:13:in `<top (required)>\'\r\n/opt/bitnami/discourse/config/application.rb:16:in `<top (required)>\'\r\n/opt/bitnami/discourse/Rakefile:7:in `<top (required)>\'\r\n(See full trace by running task with --trace)\r\nroot@discourse-co-7c757bdcd-fzsmz:/opt/bitnami/discourse# bundle exec      \r\nbundler: exec needs a command to run\r\n\r\n`````\r\n\r\n`````\r\nopt/bitnami/discourse# bundle exec rake admin:create \r\nrake aborted!\r\nLoadError: cannot load such file -- rb-inotify\r\n/opt/bitnami/discourse/vendor/bundle/ruby/2.6.0/gems/bootsnap-1.4.6/lib/bootsnap/load_path_cache/core_ext/kernel_require.rb:23:in `require\'\r\n/opt/bitnami/discourse/vendor/bundle/ruby/2.6.0/gems/bootsnap-1.4.6/lib/bootsnap/load_path_cache/core_ext/kernel_require.rb:23:in `block in require_with_bootsnap_lfi\'\r\n/opt/bitnami/discourse/vendor/bundle/ruby/2.6.0/gems/bootsnap-1.4.6/lib/bootsnap/load_path_cache/loaded_features_index.rb:89:in `register\'\r\n/opt/bitnami/discourse/vendor/bundle/ruby/2.6.0/gems/bootsnap-1.4.6/lib/bootsnap/load_path_cache/core_ext/kernel_require.rb:22:in `require_with_bootsnap_lfi\'\r\n/opt/bitnami/discourse/vendor/bundle/ruby/2.6.0/gems/bootsnap-1.4.6/lib/bootsnap/load_path_cache/core_ext/kernel_require.rb:41:in `rescue in require\'\r\n/opt/bitnami/discourse/vendor/bundle/ruby/2.6.0/gems/bootsnap-1.4.6/lib/bootsnap/load_path_cache/core_ext/kernel_require.rb:27:in `require\'\r\n/opt/bitnami/discourse/config/application.rb:65:in `<top (required)>\'\r\n/opt/bitnami/discourse/Rakefile:7:in `require\'\r\n/opt/bitnami/discourse/Rakefile:7:in `<top (required)>\'\r\n/opt/bitnami/discourse/vendor/bundle/ruby/2.6.0/gems/rake-13.0.1/exe/rake:27:in `<top (required)>\'\r\n/opt/bitnami/ruby/bin/bundle:23:in `load\'\r\n/opt/bitnami/ruby/bin/bundle:23:in `<main>\'\r\n\r\nCaused by:\r\nBootsnap::LoadPathCache::FallbackScan: \r\n\r\n````","","Update README.md","Documentation change.\r\nFixes https://github.com/bitnami/bitnami-docker-discourse/issues/155\r\n"
"TrustStore.GetCertificates also returns partial chains","The GetCertificates func on the TrustStore should only return chains given partial chains and it should not return the partial chains as validated chains.","bug","Let TrustStore.GetCertificates filter out partial chains with only roots and intermediates","fixes #72"
"using basic authentication, cannot login into the application using taiko and gauge","### Expected behavior\r\nUsing in built basic authentication mechanism of taiko, the user id and password should be filled in and able to login into the website.\r\n\r\n### Actual behavior\r\nIt fails stating that there is an authentication error. I am able to login when I manually launch the url and provide the credentials\r\n> gauge-taiko-template@0.0.1 test.u d:\\ProgramData\\BondDevSB\\TrunkServices\\Bidscout_Pipeline\\CI_CD\\e2e_tests\\cs-bidscout-web-config\r\n> gauge run specs/underwriter.spec\r\n\r\n**Underwriter can use BidScout for Underwriters**\r\n(node:11660) ExperimentalWarning: The fs.promises API is experimental\r\n[DEPRECATED] gauge.screenshotFn will be removed soon, use gauge.customScreenshotWriter instead.\r\n\r\n ****Error Message: Error: Navigation to url http://uw-bidscout-dev-basic-auth.dvllb.travp.net/bidscout-underwriter failed. REASON: net::ERR_INVALID_AUTH_CREDENTIALS\r\n  Stacktrace: \r\n  Error: Navigation to url http://uw-bidscout-dev-basic-auth.dvllb.travp.net/bidscout-underwriter failed. REASON: net::ERR_INVALID_AUTH_CREDENTIALS****\r\n\r\nSuccessfully generated html-report to => d:\\ProgramData\\BondDevSB\\TrunkServices\\Bidscout_Pipeline\\CI_CD\\e2e_tests\\cs-bidscout-web-config\\reports\\html-report\\index.html\r\nSpecifications: 1 executed      0 passed        1 failed        0 skipped\r\nScenarios:      0 executed      0 passed        0 failed        0 skipped\r\n\r\nTotal time taken: 4.571s\r\nUpdates are available. Run `gauge update -c` for more info.\r\nnpm ERR! code ELIFECYCLE\r\nnpm ERR! errno 1\r\nnpm ERR! gauge-taiko-template@0.0.1 test.u: `gauge run specs/underwriter.spec`\r\nnpm ERR! Exit status 1\r\nnpm ERR!\r\nnpm ERR! Failed at the gauge-taiko-template@0.0.1 test.u script.\r\nnpm ERR! This is probably not a problem with npm. There is likely additional logging output above.\r\n\r\n\r\n### Versions\r\n```\r\nPaste `node` and `taiko` versions here.\r\n```\r\n![image](https://user-images.githubusercontent.com/25215979/87466117-bd283b80-c5e3-11ea-9eed-f08e37d08f88.png)\r\n\r\n![image](https://user-images.githubusercontent.com/25215979/87466647-a33b2880-c5e4-11ea-8587-8dcb2d9118f1.png)\r\n\r\nThe debug log output is below:\r\n0 info it worked if it ends with ok\r\n1 verbose cli [ \'C:\\\\Program Files\\\\nodejs\\\\node.exe\',\r\n1 verbose cli   \'C:\\\\Program Files\\\\nodejs\\\\node_modules\\\\npm\\\\bin\\\\npm-cli.js\',\r\n1 verbose cli   \'run\',\r\n1 verbose cli   \'test.u\' ]\r\n2 info using npm@6.4.1\r\n3 info using node@v10.10.0\r\n4 verbose run-script [ \'pretest.u\', \'test.u\', \'posttest.u\' ]\r\n5 info lifecycle gauge-taiko-template@0.0.1~pretest.u: gauge-taiko-template@0.0.1\r\n6 info lifecycle gauge-taiko-template@0.0.1~test.u: gauge-taiko-template@0.0.1\r\n7 verbose lifecycle gauge-taiko-template@0.0.1~test.u: unsafe-perm in lifecycle true\r\n8 verbose lifecycle gauge-taiko-template@0.0.1~test.u: PATH: C:\\Program Files\\nodejs\\node_modules\\npm\\node_modules\\npm-lifecycle\\node-gyp-bin;d:\\ProgramData\\BondDevSB\\TrunkServices\\Bidscout_Pipeline\\CI_CD\\e2e_tests\\cs-bidscout-web-config\\node_modules\\.bin;C:\\Program Files (x86)\\Python37-32\\Scripts\\;C:\\Program Files (x86)\\Python37-32\\;C:\\Program Files (x86)\\Common Files\\Oracle\\Java\\javapath;C:\\Program Files\\Microsoft MPI\\Bin\\;C:\\Program Files\\CA\\webagent\\win32\\bin;C:\\Program Files\\CA\\webagent\\win64\\bin;C:\\Program Files\\CA\\webagent\\win64\\install_config_info\\lib;C:\\ProgramData\\Oracle\\Java\\javapath;C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Strawberry\\Perl_5.24.1.1_x64;C:\\Program Files\\Microsoft SQL Server\\120\\Tools\\Binn\\;C:\\Program Files\\Microsoft SQL Server\\130\\Tools\\Binn\\;C:\\Program Files (x86)\\Microsoft Emulator Manager\\1.0\\;C:\\Program Files\\dotnet\\;C:\\Program Files\\TortoiseSVN\\bin;C:\\Program Files\\SlikSvn\\bin;C:\\Users\\BondBldDeploy\\AppData\\Roaming\\npm;C:\\Program Files\\nodejs\\node_modules\\npm;C:\\Program Files (x86)\\Microsoft SDKs\\TypeScript\\1.0\\;D:\\programdata\\BondDevSB\\Leg3\\bondbuilds\\BondBuildProcess\\NantBinaries;C:\\Program Files (x86)\\Microsoft SDKs\\Windows\\v10.0A\\bin\\NETFX 4.6.1 Tools;C:\\blat;C:\\Infozip;C:\\Program Files (x86)\\AdminStudio\\2015\\Common\\;C:\\Program Files\\Microsoft SQL Server\\110\\Tools\\Binn\\;C:\\Program Files\\Cloud Foundry;C:\\Program Files (x86)\\Microsoft VS Code\\bin;C:\\Program Files\\Git\\cmd;C:\\Program Files\\Git\\bin;D:\\ProgramData\\BondDevSB\\bondbuilds\\BondBuildProcess\\NantBinaries;C:\\Program Files\\Git\\usr\\bin;C:\\Windows\\SysWOW64\\;C:\\Windows\\SysWOW64\\Wbem;C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0;C:\\Program Files\\Microsoft Windows Performance Toolkit;C:\\Program Files\\nodejs\\;C:\\Program Files\\Microsoft SQL Server\\Client SDK\\ODBC\\170\\Tools\\Binn\\;C:\\Program Files (x86)\\Microsoft Visual Studio\\2017\\Professional\\MSBuild\\15.0\\Bin;C:\\Program Files\\dotnet\\sdk\\2.2.105;C:\\Program Files (x86)\\Gauge;C:\\ProgramData\\chocolatey\\bin;C:\\tools\\BCURRAN3;C:\\Program Files\\Puppet Labs\\Puppet\\bin;D:\\GaugeSoftware\\gauge;C:\\Users\\bondCNSQA_d\\.dotnet\\tools;C:\\Users\\bondCNSQA_d\\AppData\\Roaming\\npm;D:\\GaugeSoftware\r\n9 verbose lifecycle gauge-taiko-template@0.0.1~test.u: CWD: d:\\ProgramData\\BondDevSB\\TrunkServices\\Bidscout_Pipeline\\CI_CD\\e2e_tests\\cs-bidscout-web-config\r\n10 silly lifecycle gauge-taiko-template@0.0.1~test.u: Args: [ \'/d /s /c\', \'gauge run specs/underwriter.spec\' ]\r\n11 silly lifecycle gauge-taiko-template@0.0.1~test.u: Returned: code: 1  signal: null\r\n12 info lifecycle gauge-taiko-template@0.0.1~test.u: Failed to exec test.u script\r\n13 verbose stack Error: gauge-taiko-template@0.0.1 test.u: `gauge run specs/underwriter.spec`\r\n13 verbose stack Exit status 1\r\n13 verbose stack     at EventEmitter.<anonymous> (C:\\Program Files\\nodejs\\node_modules\\npm\\node_modules\\npm-lifecycle\\index.js:301:16)\r\n13 verbose stack     at EventEmitter.emit (events.js:182:13)\r\n13 verbose stack     at ChildProcess.<anonymous> (C:\\Program Files\\nodejs\\node_modules\\npm\\node_modules\\npm-lifecycle\\lib\\spawn.js:55:14)\r\n13 verbose stack     at ChildProcess.emit (events.js:182:13)\r\n13 verbose stack     at maybeClose (internal/child_process.js:962:16)\r\n13 verbose stack     at Process.ChildProcess._handle.onexit (internal/child_process.js:251:5)\r\n14 verbose pkgid gauge-taiko-template@0.0.1\r\n15 verbose cwd d:\\ProgramData\\BondDevSB\\TrunkServices\\Bidscout_Pipeline\\CI_CD\\e2e_tests\\cs-bidscout-web-config\r\n16 verbose Windows_NT 6.3.9600\r\n17 verbose argv ""C:\\\\Program Files\\\\nodejs\\\\node.exe"" ""C:\\\\Program Files\\\\nodejs\\\\node_modules\\\\npm\\\\bin\\\\npm-cli.js"" ""run"" ""test.u""\r\n18 verbose node v10.10.0\r\n19 verbose npm  v6.4.1\r\n20 error code ELIFECYCLE\r\n21 error errno 1\r\n22 error gauge-taiko-template@0.0.1 test.u: `gauge run specs/underwriter.spec`\r\n22 error Exit status 1\r\n23 error Failed at the gauge-taiko-template@0.0.1 test.u script.\r\n23 error This is probably not a problem with npm. There is likely additional logging output above.\r\n24 verbose exit [ 1, true ]","bug","#1359 fix extra headers","Fixes #1359 \r\nSigned-off-by: NivedhaSenthil <nivedhasenthil@gmail.com>"
"Invalid server icon (unknown format)","Pinging using vanilla 1.13.2 client.\r\nServer icon (favicon) is a unknown format.\r\nThis should be a base64 (64x64) png file. Example is below:\r\n![server-icon](https://user-images.githubusercontent.com/29513384/86540945-4b0e7300-bece-11ea-8cae-3e4a908d9215.png)\r\n\r\nPlease refer to https://wiki.vg/Server_List_Ping#Response for more details.\r\n","","Fix empty favicon being sent to server ping","The favicon field should not be returned when responding to the clients ping.\r\n\r\nFixes #274\r\n\r\nTesting:\r\nMessage from vanilla client output before change:\r\n![image](https://user-images.githubusercontent.com/3639154/88246229-e42be080-cc67-11ea-965d-15288542f6f6.png)\r\n\r\nMessage from vanilla client output after change:\r\n![image](https://user-images.githubusercontent.com/3639154/88246245-ec841b80-cc67-11ea-8eaf-4053db19a918.png)\r\n\r\nAlso tested with a valid server-icon.png and verified that it still appears with this change."
"undefined method `unique\'  on calling `Rails.application.eager_load!` in rails initializer of other gem","Calling of `Rails.application.eager_load!` in an Rails initializer (`/config/initializers/foobar.rb`) raises error\r\n\r\n```\r\nNoMethodError: undefined method `unique\' for MyJob:Class\r\n```\r\n\r\n[The Railtie initializer](https://github.com/veeqo/activejob-uniqueness/blob/78da467207bcd5120e5f785c41faa8b0f3f7e56c/lib/active_job/uniqueness/patch.rb#L77) of ActiveJob::Uniqueness runs later. Therefore the ActiveJob::Uniqueness::Patch is not applied yet.\r\n\r\nThere is no benefits to have \'active_job_uniqueness.patch_active_job\' Railitie initializer. Switching to plain [AS callback](https://github.com/veeqo/activejob-uniqueness/blob/78da467207bcd5120e5f785c41faa8b0f3f7e56c/lib/active_job/uniqueness/patch.rb#L84) would resolve the problem","bug","Drop Railtie initializer","The Railtie initializer makes the patch to be applied much later than ActiveJob is loaded.\r\nIt could lead to a NoMethodError if something unusual happens during Rails application load (like calling `Rails.application.eager_load!` in an initializer)\r\n\r\n```\r\nNoMethodError: undefined method `unique\' for MyJob:Class\r\n```\r\n\r\nfixes #3"
"After backspacing into a link, the caret should still stay outside","## \xf0\x9f\x93\x9d Provide a description of the improvement\r\n\r\nSo we changed recently (#1016) the behavior when clicking after the link. You will now be placed ""outside"" the link.\r\n\r\nHowever, the same isn\'t true when you backspace to that place.\r\n\r\n![](https://user-images.githubusercontent.com/156149/86126032-ee7e1300-badd-11ea-9ba4-e533d12cbc71.gif)\r\n\r\nI think we should be consistent here.\r\n\r\n---\r\n\r\nIf you\'d like to see this improvement implemented, add a \xf0\x9f\x91\x8d reaction to this post.","squad:blue,type:improvement","Improved removing content after a link element","### Suggested merge commit message ([convention](https://ckeditor.com/docs/ckeditor5/latest/framework/guides/contributing/git-commit-message-convention.html))\r\n\r\nFix (link): When removing the content after a link element, the selection will not preserve the `linkHref` attribute (and decorators if specified). However, if the selection is placed in the link element (in the middle or at the end), those attributes will be preserved. Closes #7521.\r\n"
"Add index page to /docs/technical","Here is what flowcrypt.com/docs/technical/ currently serves:\r\n\r\n![Screenshot_2020-07-09_15-59-14](https://user-images.githubusercontent.com/66458838/87090253-47942800-c1fd-11ea-82fb-8e6abfc5383d.png)\r\n\r\nAside from being ugly, it\'s also not helpful. I found this because I wanted to look at one of our technical documentation articles, and I expected to be able to access the little documentation sidebar. \r\n\r\nIdeally, this page would have some simple text with links to our technical documentation, or just a brief message of some kind and the normal docs layout, so users can access the documentation they\'re looking for via the sidebar.","","Use HTML meta tag redirects instead of jekyll-redirect-from plugin","I took the liberty of also implementing this on /guide, /help, /business, etc, since they all had the same error. It\'s kind of hacky and unelegant, but gets the job done! \r\n\r\nLet me know what you think, or if there\'s a different way you\'d like this to be done. Thanks!\r\n\r\nResolves https://github.com/FlowCrypt/flowcrypt-docs/issues/57"
"Require pass phrase to decrypt option in docs does not appear in extension","From support email: https://mail.google.com/mail/u/5/#inbox/FMfcgxwJWrjVcrnLnKsqZDSmLHGRnGbb\r\n\r\nHere are the docs for requiring a passphrase to decrypt: https://flowcrypt.com/docs/guide/common-tasks/require-pass-phrase.html\r\n\r\nAccording to those docs, you can go FlowCrypt Settings -> Security -> Require Pass Phrase to open encrypted email\r\nand see the following options:\r\n\r\n![](https://flowcrypt.com/docs/assets/images/screenshots/browser/requiretoenterpassphrasetoread/gotosecurity.png)\r\n\r\nHowever, in the real menu presented by the extension, the option \'Require Pass Phrase to open encrypted email\' does not appear. Here is what I get:\r\n\r\n![Screenshot_2020-07-22_13-03-14](https://user-images.githubusercontent.com/44826516/88211740-c0db4400-cc1b-11ea-9fbd-dae1b36720cf.png)\r\n\r\nShould the docs instead be directing users to select the \'Forget stored pass phrases\' option?","","Update docs about forcing pass phrase","Resolves https://github.com/FlowCrypt/flowcrypt-docs/issues/59"
"output file option","`-O` options.\r\n\r\n```bash\r\n$ joyn -d , -O result.csv -- / action / action / files...\r\n```","feature","feat: add \'--outfile\' option to write file #8","closes #8 "
"Separation of concerns","\xf0\x9f\x91\x8b! I gave a first pass to the code and I\'m happy! I can easily read it follow what\'s going on in the app.\r\n\r\nI noticed that most of the logic lives inside the `Index` component. While this works, it makes hard to eventually reuse some of that logic in other, possible future, parts of the application. I think the code can be split based on its purpose. Here\'s a (vague) list of categories you can use\r\n\r\n- **UI code**: the code that renders the interface.\r\n- **state code**: the code that holds and handles the data for the UI.\r\n- **retrieval code**: the code that brings the data from some external entity and makes it consumable for the app. On web this is usually code that calls an API, but it can also obtain the data from `localStorage` or cookies.\r\n- **piping code**: code that puts everything together (i.e. calls retrieval code and gives the result to the state code).\r\n\r\nUsing these categories helps to decide what code should live in an independent module and what should be closer.\r\n\r\nFor example, [this block](https://github.com/afgomez/news-feed/blob/master/frontend/src/pages/Index.tsx#L56-L122) is mostly network code. I think it can be extracted into its own function and then call that function from within `Index`.\r\n\r\n```tsx\r\n// api/news.ts\r\nexport async function fetchNews(searchTerm, aggregations): Promise<{ ... }> {\r\n  return fetch(\r\n    `${process.env.REACT_APP_ELASTIC_SERVICE_URL}/search?search=${search}`,\r\n    {\r\n      method: \'POST\',\r\n      body: JSON.stringify({ aggs: selectedAggs }),\r\n      headers: {\r\n        \'Content-type\': \'application/json\',\r\n      },\r\n    }\r\n  ).then(() => {\r\n    /*\r\n     * Transform ES response into something the app can use\r\n     * maybe something like.\r\n     * {\r\n     *   news: {\r\n     *     items: [...],\r\n     *     categories: [...],\r\n     *     dates: [...],\r\n     *     ...\r\n     *   }\r\n     * }\r\n     */\r\n  });\r\n}\r\n```\r\n```tsx\r\n// pages/Index.tsx\r\nimport { fetchNews } from \'../api/news\';\r\n\r\nfunction Index() {\r\n  // ...\r\n\r\n  const onSuggestionSelected = (search: string): void => {\r\n    setSearchValue(search);\r\n    fetchNews(search, selectedAggs).then(({ news, videos, ...}) => {\r\n      /* Pipe the data onto the state */\r\n    })\r\n  }\r\n\r\n  // ...\r\n}\r\n```\r\n\r\nThat way is easier to potentially reuse the `fetchNews` in different parts, or make other refactorings possible. Imagine you want to fetch only the news, or only the videos. You could easily add a third optional parameter to do so, whereas with the current code it will be harder to do so (IMO).","","Refactors considering SOC and Annotations fixes #3 and #4",""
